date,volume,open,close,high,low,symbol
2022-01-10 09:00:00,7289.0,55.2,55.2,55.37,55.11,WFC
2022-01-10 10:00:00,3600.0,55.35,55.4,55.47,55.33,WFC
2022-01-10 11:00:00,1514.0,55.3,55.22,55.38,55.22,WFC
2022-01-10 12:00:00,46271.0,55.18,55.05,55.25,55.04,WFC
2022-01-10 13:00:00,70521.0,55.2,55.0,55.25,54.9,WFC
2022-01-10 14:00:00,5612290.0,55.05,55.41,56.0573,54.9601,WFC
2022-01-10 15:00:00,6730839.0,55.42,55.165,55.59,54.71,WFC
2022-01-10 16:00:00,3567517.0,55.17,54.875,55.17,54.66,WFC
2022-01-10 17:00:00,2445086.0,54.875,54.615,54.875,54.48,WFC
2022-01-10 18:00:00,1998389.0,54.62,54.69,54.83,54.5567,WFC
2022-01-10 19:00:00,4430169.0,54.69,55.015,55.11,54.64,WFC
2022-01-10 20:00:00,5976323.0,55.015,55.35,55.39,54.64,WFC
2022-01-10 21:00:00,1130714.0,55.35,55.47,55.49,55.27,WFC
2022-01-10 22:00:00,16065.0,55.47,55.41,55.47,55.35,WFC
2022-01-10 23:00:00,10517.0,55.43,55.44,55.44,55.35,WFC
2022-01-11 00:00:00,27996.0,55.44,55.5,55.55,55.26,WFC
2022-01-11 09:00:00,5063.0,55.68,55.6,56.0,55.57,WFC
2022-01-11 11:00:00,509.0,55.58,55.5,55.61,55.5,WFC
2022-01-11 12:00:00,17646.0,55.67,55.35,55.7,55.35,WFC
2022-01-11 13:00:00,17128.0,55.52,55.24,55.69,55.17,WFC
2022-01-11 14:00:00,3134199.0,55.23,55.48,55.87,55.2,WFC
2022-01-11 15:00:00,3000380.0,55.48,55.64,55.84,55.23,WFC
2022-01-11 16:00:00,2896227.0,55.645,55.525,55.83,55.475,WFC
2022-01-11 17:00:00,2476104.0,55.53,55.735,55.855,55.485,WFC
2022-01-11 18:00:00,1818926.0,55.735,55.765,55.85,55.58,WFC
2022-01-11 19:00:00,2007629.0,55.76,55.865,55.95,55.66,WFC
2022-01-11 20:00:00,6593990.0,55.87,56.05,56.13,55.63,WFC
2022-01-11 21:00:00,262232.0,56.05,56.16,56.18,56.02,WFC
2022-01-11 22:00:00,6632.0,56.15,56.19,56.19,56.12,WFC
2022-01-11 23:00:00,701.0,56.2,56.12,56.2,56.12,WFC
2022-01-12 00:00:00,21937.0,56.1,56.2199,56.22,56.1,WFC
2022-01-12 09:00:00,11231.0,56.26,56.5,56.53,56.26,WFC
2022-01-12 10:00:00,9237.0,56.54,56.4,56.54,56.4,WFC
2022-01-12 11:00:00,4939.0,56.49,56.5,56.5,56.49,WFC
2022-01-12 12:00:00,19063.0,56.41,56.55,56.66,56.41,WFC
2022-01-12 13:00:00,204760.0,56.5999,56.25,56.82,56.0,WFC
2022-01-12 14:00:00,4060860.0,56.29,56.63,56.705,55.76,WFC
2022-01-12 15:00:00,3839918.0,56.635,56.315,56.6596,56.19,WFC
2022-01-12 16:00:00,3335470.0,56.32,56.06,56.39,55.91,WFC
2022-01-12 17:00:00,4401105.0,56.06,56.185,56.23,55.96,WFC
2022-01-12 18:00:00,2622742.0,56.1894,56.095,56.25,56.04,WFC
2022-01-12 19:00:00,3519820.0,56.095,56.48,56.49,55.99,WFC
2022-01-12 20:00:00,7966949.0,56.49,56.41,56.67,56.305,WFC
2022-01-12 21:00:00,1561098.0,56.4,56.46,56.48,56.4,WFC
2022-01-12 22:00:00,75665.0,56.45,56.59,56.6799,56.4,WFC
2022-01-12 23:00:00,19216.0,56.59,56.55,56.62,56.52,WFC
2022-01-13 00:00:00,5687.0,56.55,56.55,56.58,56.52,WFC
2022-01-13 09:00:00,3375.0,56.63,56.67,56.69,56.63,WFC
2022-01-13 10:00:00,851.0,56.64,56.7,56.7,56.64,WFC
2022-01-13 11:00:00,948.0,56.65,56.66,56.66,56.65,WFC
2022-01-13 12:00:00,28948.0,56.64,56.75,56.82,56.6,WFC
2022-01-13 13:00:00,138498.0,56.66,56.53,56.82,56.52,WFC
2022-01-13 14:00:00,2927541.0,56.6094,56.925,57.035,56.345,WFC
2022-01-13 15:00:00,5440818.0,56.925,56.34,57.18,56.24,WFC
2022-01-13 16:00:00,3039036.0,56.35,56.55,56.66,56.31,WFC
2022-01-13 17:00:00,2793498.0,56.545,56.315,56.57,56.18,WFC
2022-01-13 18:00:00,2634959.0,56.32,56.51,56.63,56.255,WFC
2022-01-13 19:00:00,5436671.0,56.52,56.065,56.8,56.04,WFC
2022-01-13 20:00:00,8809913.0,56.065,56.06,56.24,55.76,WFC
2022-01-13 21:00:00,679389.0,56.08,56.18,56.2,55.84,WFC
2022-01-13 22:00:00,21435.0,56.2,56.1,56.25,56.0,WFC
2022-01-13 23:00:00,32068.0,56.1,56.25,56.34,56.1,WFC
2022-01-14 00:00:00,32243.0,56.25,56.23,56.3,56.22,WFC
