date,volume,open,close,high,low,symbol
2022-01-10 14:30:00,973,94.05,95.02,95.02,94.05,NBR
2022-01-10 14:35:00,1274,94.07,93.77,94.07,92.95,NBR
2022-01-10 14:45:00,516,93.77,93.77,93.77,93.77,NBR
2022-01-10 14:50:00,1679,93.6,93.44,94.0,93.41,NBR
2022-01-10 15:00:00,794,93.0,92.01,93.0,92.01,NBR
2022-01-10 15:05:00,1050,94.0222,94.375,94.41,93.15,NBR
2022-01-10 15:10:00,1209,93.7,93.55,93.7,93.25,NBR
2022-01-10 15:20:00,543,93.45,93.31,93.45,93.31,NBR
2022-01-10 15:30:00,101,93.48,93.48,93.48,93.48,NBR
2022-01-10 15:35:00,2503,93.085,92.72,93.085,92.59,NBR
2022-01-10 15:40:00,1291,92.68,92.73,92.73,92.54,NBR
2022-01-10 15:45:00,2810,92.895,93.49,93.56,92.895,NBR
2022-01-10 15:50:00,1605,93.525,93.31,93.525,93.18,NBR
2022-01-10 15:55:00,550,94.11,94.22,94.22,94.11,NBR
2022-01-10 16:00:00,210,94.35,95.01,95.01,94.35,NBR
2022-01-10 16:05:00,101,95.02,95.02,95.02,95.02,NBR
2022-01-10 16:10:00,504,95.03,95.04,95.15,95.03,NBR
2022-01-10 16:15:00,1822,95.22,95.79,96.23,95.21,NBR
2022-01-10 16:20:00,1458,95.76,95.72,96.18,95.33,NBR
2022-01-10 16:25:00,1455,95.635,97.14,97.14,95.635,NBR
2022-01-10 16:30:00,2833,96.919,96.41,97.0,96.395,NBR
2022-01-10 16:35:00,1930,96.77,96.23,96.77,96.23,NBR
2022-01-10 16:40:00,114,96.55,96.55,96.55,96.55,NBR
2022-01-10 16:45:00,849,96.94,96.9,96.94,96.78,NBR
2022-01-10 16:50:00,597,97.0,97.32,97.32,97.0,NBR
2022-01-10 16:55:00,3008,97.33,97.4,97.43,97.05,NBR
2022-01-10 17:00:00,2093,97.605,97.62,97.8,97.605,NBR
2022-01-10 17:05:00,386,97.26,97.26,97.26,97.26,NBR
2022-01-10 17:10:00,350,97.16,97.465,97.465,97.16,NBR
2022-01-10 17:15:00,1058,97.365,97.36,97.365,97.08,NBR
2022-01-10 17:20:00,1234,97.57,97.525,97.6,97.525,NBR
2022-01-10 17:25:00,730,97.48,97.27,97.48,97.27,NBR
2022-01-10 17:30:00,361,96.72,96.72,96.72,96.72,NBR
2022-01-10 17:35:00,1517,96.815,96.38,96.815,96.38,NBR
2022-01-10 17:40:00,640,96.0,95.37,96.0,95.37,NBR
2022-01-10 17:50:00,1189,95.93,96.25,96.25,95.89,NBR
2022-01-10 18:00:00,938,96.275,96.265,96.275,95.88,NBR
2022-01-10 18:05:00,1612,96.16,96.49,96.72,96.16,NBR
2022-01-10 18:10:00,249,96.76,96.48,96.76,96.48,NBR
2022-01-10 18:15:00,844,96.21,96.505,96.505,96.21,NBR
2022-01-10 18:25:00,169,96.225,96.225,96.225,96.225,NBR
2022-01-10 18:30:00,778,96.24,96.64,96.64,96.24,NBR
2022-01-10 18:35:00,1027,96.35,96.2,96.35,96.2,NBR
2022-01-10 18:40:00,204,96.26,96.26,96.26,96.26,NBR
2022-01-10 18:45:00,1178,96.46,96.35,96.46,96.35,NBR
2022-01-10 18:55:00,316,96.53,96.58,96.58,96.53,NBR
2022-01-10 19:00:00,202,96.96,96.96,96.96,96.96,NBR
2022-01-10 19:05:00,499,96.98,97.29,97.29,96.98,NBR
2022-01-10 19:10:00,260,97.315,97.69,97.69,97.315,NBR
2022-01-10 19:15:00,1142,97.19,97.04,97.56,97.04,NBR
2022-01-10 19:20:00,1350,97.55,97.27,97.59,97.27,NBR
2022-01-10 19:25:00,1652,97.44,97.525,97.665,97.27,NBR
2022-01-10 19:35:00,938,97.05,97.31,97.31,97.05,NBR
2022-01-10 19:40:00,4468,97.3,97.235,97.69,97.235,NBR
2022-01-10 19:45:00,887,97.18,97.295,97.295,97.1,NBR
2022-01-10 19:50:00,590,97.35,97.35,97.35,97.35,NBR
2022-01-10 19:55:00,121,96.6,96.6,96.6,96.6,NBR
2022-01-10 20:00:00,561,96.82,96.95,96.95,96.77,NBR
2022-01-10 20:05:00,374,96.99,96.94,96.99,96.94,NBR
2022-01-10 20:10:00,1337,96.98,97.075,97.09,96.93,NBR
2022-01-10 20:15:00,2092,97.34,97.0,97.7,97.0,NBR
2022-01-10 20:20:00,976,97.46,97.615,97.615,97.2,NBR
2022-01-10 20:25:00,2750,97.26,97.215,97.29,96.98,NBR
2022-01-10 20:30:00,850,97.055,96.88,97.055,96.83,NBR
2022-01-10 20:35:00,2654,97.045,96.15,97.045,96.115,NBR
2022-01-10 20:40:00,501,96.545,96.76,96.76,96.13,NBR
2022-01-10 20:45:00,3501,96.85,97.49,97.49,96.68,NBR
2022-01-10 20:50:00,4332,97.16,97.52,97.55,96.915,NBR
2022-01-10 20:55:00,9931,97.305,97.1,97.57,96.915,NBR
2022-01-10 21:00:00,1055,97.37,97.37,97.37,97.37,NBR
2022-01-11 12:30:00,254,98.0,98.0,98.0,98.0,NBR
2022-01-11 14:30:00,1091,99.28,98.18,99.28,98.03,NBR
2022-01-11 14:50:00,1442,97.86,97.845,97.96,97.835,NBR
2022-01-11 14:55:00,2377,97.71,97.62,98.015,97.46,NBR
2022-01-11 15:00:00,100,97.69,97.69,97.69,97.69,NBR
2022-01-11 15:05:00,716,97.97,98.2,98.2,97.97,NBR
2022-01-11 15:10:00,806,98.2,98.97,98.97,98.07,NBR
2022-01-11 15:15:00,2477,98.6,99.4302,99.4302,98.6,NBR
2022-01-11 15:20:00,200,99.42,98.8848,99.42,98.8848,NBR
2022-01-11 15:25:00,142,99.36,99.36,99.36,99.36,NBR
2022-01-11 15:35:00,164,98.61,98.61,98.61,98.61,NBR
2022-01-11 15:40:00,414,98.65,98.65,98.65,98.65,NBR
2022-01-11 15:45:00,1093,98.2,98.58,98.58,98.2,NBR
2022-01-11 15:50:00,847,98.28,98.885,98.885,98.28,NBR
2022-01-11 15:55:00,200,99.18,99.18,99.18,99.18,NBR
2022-01-11 16:00:00,742,99.21,99.39,99.39,99.21,NBR
2022-01-11 16:10:00,111,99.51,99.51,99.51,99.51,NBR
