date,volume,open,close,high,low,symbol
2022-01-10 12:00:00,344,174.71,174.71,174.71,174.71,AXP
2022-01-10 12:15:00,335,174.96,174.66,174.96,174.66,AXP
2022-01-10 12:30:00,410,174.57,174.6,174.6,174.57,AXP
2022-01-10 12:45:00,425,174.5,174.5,174.5,174.5,AXP
2022-01-10 13:45:00,758,174.99,174.99,175.0,174.99,AXP
2022-01-10 14:00:00,102,175.38,175.38,175.38,175.38,AXP
2022-01-10 14:15:00,2641,176.18,176.74,176.74,175.99,AXP
2022-01-10 14:30:00,180935,176.21,173.38,176.21,172.93,AXP
2022-01-10 14:45:00,151113,173.18,171.56,173.18,171.03,AXP
2022-01-10 15:00:00,153633,171.48,170.81,172.13,170.5,AXP
2022-01-10 15:15:00,113294,170.81,170.915,171.3434,170.53,AXP
2022-01-10 15:30:00,104251,171.06,171.2,171.76,171.05,AXP
2022-01-10 15:45:00,96478,171.34,171.35,171.6888,170.57,AXP
2022-01-10 16:00:00,74632,171.35,172.3,172.47,171.0,AXP
2022-01-10 16:15:00,152715,172.31,173.15,173.15,172.2,AXP
2022-01-10 16:30:00,50930,173.127,172.835,173.127,172.43,AXP
2022-01-10 16:45:00,59667,172.9,173.09,173.15,172.7,AXP
2022-01-10 17:00:00,40289,173.06,172.89,173.14,172.5,AXP
2022-01-10 17:15:00,62952,172.85,172.585,173.04,172.55,AXP
2022-01-10 17:30:00,67826,172.55,172.0,172.55,171.97,AXP
2022-01-10 17:45:00,89332,171.97,172.455,172.62,171.97,AXP
2022-01-10 18:00:00,71401,172.51,172.88,172.91,172.3,AXP
2022-01-10 18:15:00,61863,172.96,172.54,172.98,172.3901,AXP
2022-01-10 18:30:00,50927,172.54,172.8386,172.84,172.23,AXP
2022-01-10 18:45:00,131367,172.79,172.275,172.7961,172.125,AXP
2022-01-10 19:00:00,108055,172.275,172.6623,172.7583,172.12,AXP
2022-01-10 19:15:00,80532,172.68,172.34,172.86,172.255,AXP
2022-01-10 19:30:00,89515,172.34,172.46,172.62,172.18,AXP
2022-01-10 19:45:00,81437,172.41,172.625,172.7,172.2,AXP
2022-01-10 20:00:00,89790,172.62,172.19,172.87,172.06,AXP
2022-01-10 20:15:00,96311,172.19,172.56,172.56,172.04,AXP
2022-01-10 20:30:00,133174,172.51,172.59,172.72,172.33,AXP
2022-01-10 20:45:00,318466,172.77,173.65,173.87,172.71,AXP
2022-01-10 21:00:00,178092,173.74,173.74,173.74,173.74,AXP
2022-01-10 21:30:00,236,173.74,173.74,173.74,173.74,AXP
2022-01-10 22:45:00,153,173.74,173.74,173.74,173.74,AXP
2022-01-11 13:30:00,400,173.0,173.0,173.0,173.0,AXP
2022-01-11 13:45:00,105,173.8,173.8,173.8,173.8,AXP
2022-01-11 14:15:00,776,174.37,174.49,174.49,174.3,AXP
2022-01-11 14:30:00,125618,174.54,173.19,174.64,172.49,AXP
2022-01-11 14:45:00,69715,173.08,173.14,173.81,172.73,AXP
2022-01-11 15:00:00,71149,173.01,173.14,173.63,172.785,AXP
2022-01-11 15:15:00,73303,173.1,173.44,173.61,172.95,AXP
2022-01-11 15:30:00,74668,173.58,173.95,174.03,173.1,AXP
2022-01-11 15:45:00,94313,173.9092,173.385,174.125,173.175,AXP
2022-01-11 16:00:00,110201,173.52,173.68,173.97,173.46,AXP
2022-01-11 16:15:00,78245,173.685,174.14,174.35,173.485,AXP
2022-01-11 16:30:00,101673,174.14,174.34,174.65,173.87,AXP
2022-01-11 16:45:00,87870,174.37,174.37,174.48,173.87,AXP
2022-01-11 17:00:00,61917,174.34,174.4267,174.68,174.23,AXP
2022-01-11 17:15:00,54122,174.405,174.34,174.67,174.3167,AXP
2022-01-11 17:30:00,52529,174.39,174.85,174.9,174.37,AXP
2022-01-11 17:45:00,56961,174.86,174.83,174.95,174.46,AXP
2022-01-11 18:00:00,42924,174.81,174.705,174.91,174.665,AXP
2022-01-11 18:15:00,57539,174.66,174.92,174.94,174.54,AXP
2022-01-11 18:30:00,62580,174.925,175.02,175.085,174.86,AXP
2022-01-11 18:45:00,71029,175.05,175.235,175.39,174.95,AXP
2022-01-11 19:00:00,76372,175.28,175.2101,175.4,175.06,AXP
2022-01-11 19:15:00,50547,175.245,175.43,175.43,175.165,AXP
2022-01-11 19:30:00,50536,175.44,175.27,175.44,175.24,AXP
2022-01-11 19:45:00,70885,175.26,175.4,175.55,175.22,AXP
2022-01-11 20:00:00,107855,175.41,175.46,175.55,175.3,AXP
2022-01-11 20:15:00,98543,175.47,175.51,175.72,175.45,AXP
2022-01-11 20:30:00,114654,175.52,175.255,175.61,175.19,AXP
2022-01-11 20:45:00,294141,175.22,175.4,175.58,175.191,AXP
2022-01-11 21:00:00,124299,175.38,175.38,175.38,175.38,AXP
2022-01-11 21:30:00,1437,175.38,176.01,176.01,175.38,AXP
2022-01-11 21:45:00,200,175.0,175.0,175.0,175.0,AXP
2022-01-12 12:00:00,453,175.5,175.5,175.5,175.5,AXP
2022-01-12 13:45:00,239,176.35,175.85,176.35,175.85,AXP
2022-01-12 14:30:00,271604,176.23,176.215,176.82,175.12,AXP
2022-01-12 14:45:00,140320,176.14,176.17,176.36,175.79,AXP
2022-01-12 15:00:00,95746,176.1,175.73,176.1,175.02,AXP
2022-01-12 15:15:00,103851,175.71,175.075,175.88,174.7214,AXP
2022-01-12 15:30:00,93497,175.27,175.505,175.93,175.26,AXP
2022-01-12 15:45:00,87175,175.515,175.77,175.89,175.44,AXP
2022-01-12 16:00:00,71630,175.84,174.81,175.9152,174.63,AXP
2022-01-12 16:15:00,84901,174.65,175.5,175.56,174.36,AXP
2022-01-12 16:30:00,148009,175.465,175.34,175.57,175.2,AXP
2022-01-12 16:45:00,55748,175.33,175.325,175.57,175.19,AXP
2022-01-12 17:00:00,62825,175.37,175.04,175.37,174.89,AXP
2022-01-12 17:15:00,56864,175.0426,175.04,175.33,174.85,AXP
2022-01-12 17:30:00,41640,175.0,174.96,175.13,174.74,AXP
2022-01-12 17:45:00,101397,174.975,175.205,175.34,174.79,AXP
2022-01-12 18:00:00,105618,175.25,174.62,175.28,174.52,AXP
2022-01-12 18:15:00,98411,174.625,174.35,174.7,174.18,AXP
2022-01-12 18:30:00,60443,174.4,174.72,174.76,174.33,AXP
2022-01-12 18:45:00,45448,174.7,174.31,174.7,174.26,AXP
2022-01-12 19:00:00,55547,174.3,174.6,174.61,174.17,AXP
2022-01-12 19:15:00,67972,174.61,174.76,174.8,174.55,AXP
2022-01-12 19:30:00,88707,174.74,174.45,174.85,174.35,AXP
2022-01-12 19:45:00,78183,174.465,174.635,174.97,174.465,AXP
2022-01-12 20:00:00,78967,174.625,174.86,175.0,174.6,AXP
2022-01-12 20:15:00,120872,174.88,174.9,175.09,174.7,AXP
2022-01-12 20:30:00,193706,174.89,174.66,174.89,174.3401,AXP
2022-01-12 20:45:00,392388,174.65,174.58,175.05,174.34,AXP
2022-01-12 21:00:00,55330,174.43,174.47,174.47,174.43,AXP
2022-01-12 21:30:00,457,174.47,174.47,174.47,174.47,AXP
2022-01-12 21:45:00,1875,174.47,174.47,174.47,174.47,AXP
2022-01-13 09:45:00,117,175.17,175.17,175.17,175.17,AXP
2022-01-13 13:00:00,268,174.87,174.87,174.87,174.87,AXP
2022-01-13 14:15:00,1495,175.5,174.41,175.5,174.41,AXP
2022-01-13 14:30:00,270203,174.92,175.07,176.0,174.59,AXP
2022-01-13 14:45:00,252689,175.2,176.2,176.3,175.04,AXP
2022-01-13 15:00:00,202660,176.205,175.66,176.375,175.51,AXP
2022-01-13 15:15:00,131794,175.68,175.5,175.69,174.81,AXP
2022-01-13 15:30:00,154992,175.54,175.285,175.71,175.08,AXP
2022-01-13 15:45:00,147746,175.34,175.59,175.83,175.11,AXP
2022-01-13 16:00:00,128791,175.59,175.97,176.23,175.57,AXP
2022-01-13 16:15:00,99715,175.97,176.19,176.29,175.81,AXP
2022-01-13 16:30:00,69363,176.1501,176.1,176.24,175.9183,AXP
2022-01-13 16:45:00,54132,176.07,175.97,176.2323,175.822,AXP
2022-01-13 17:00:00,51957,175.93,175.34,176.06,175.34,AXP
2022-01-13 17:15:00,96767,175.33,174.69,175.35,174.57,AXP
