date,volume,open,close,high,low,symbol
2021-01-04 05:00:00,17084058.0,127.5,125.87,127.8579,124.78,JPM
2021-01-05 05:00:00,13928415.0,124.99,125.65,126.2995,123.77,JPM
2021-01-06 05:00:00,25257110.0,129.88,131.55,132.77,127.88,JPM
2021-01-07 05:00:00,22332543.0,135.69,135.87,138.19,134.92,JPM
2021-01-08 05:00:00,12251182.0,135.97,136.02,136.35,134.12,JPM
2021-01-11 05:00:00,16167319.0,134.58,138.05,138.2,134.11,JPM
2021-01-12 05:00:00,18201284.0,139.44,140.22,141.6599,138.8301,JPM
2021-01-13 05:00:00,15136004.0,138.59,140.35,140.79,138.1,JPM
2021-01-14 05:00:00,18946447.0,140.49,141.17,142.75,140.0,JPM
2021-01-15 05:00:00,29183214.0,137.43,138.64,141.65,137.01,JPM
2021-01-19 05:00:00,20404646.0,139.86,138.04,140.7,137.82,JPM
2021-01-20 05:00:00,16240346.0,137.82,135.97,138.17,135.435,JPM
2021-01-21 05:00:00,13639902.0,135.69,134.83,136.16,134.325,JPM
2021-01-22 05:00:00,13220423.0,132.69,133.79,134.4,132.2,JPM
2021-01-25 05:00:00,14452211.0,132.14,132.12,133.17,130.06,JPM
2021-01-26 05:00:00,11584885.0,132.75,131.58,133.17,131.34,JPM
2021-01-27 05:00:00,17904417.0,129.59,127.86,129.85,127.35,JPM
2021-01-28 05:00:00,13966768.0,129.9,130.11,132.17,128.99,JPM
2021-01-29 05:00:00,15107473.0,131.19,128.67,131.72,128.19,JPM
2021-02-01 05:00:00,11281685.0,129.4,129.62,130.0697,128.475,JPM
2021-02-02 05:00:00,12402931.0,131.94,133.61,134.39,131.22,JPM
2021-02-03 05:00:00,10791631.0,133.65,135.14,135.755,133.51,JPM
2021-02-04 05:00:00,12605514.0,135.47,138.25,138.66,135.47,JPM
2021-02-05 05:00:00,10245860.0,139.39,137.98,139.49,137.38,JPM
2021-02-08 05:00:00,10297495.0,138.2,140.14,140.3,138.18,JPM
2021-02-09 05:00:00,8804429.0,139.43,139.58,139.98,138.54,JPM
2021-02-10 05:00:00,10472857.0,140.0,139.66,140.87,139.04,JPM
2021-02-11 05:00:00,9380057.0,139.66,139.27,140.55,138.22,JPM
2021-02-12 05:00:00,8423052.0,139.05,141.25,141.61,139.0,JPM
2021-02-16 05:00:00,12538330.0,143.55,144.65,145.32,142.4,JPM
2021-02-17 05:00:00,11100896.0,143.95,145.1,145.38,143.12,JPM
2021-02-18 05:00:00,10802262.0,144.0,145.59,145.79,143.4,JPM
2021-02-19 05:00:00,12470032.0,145.86,148.02,148.84,145.86,JPM
2021-02-22 05:00:00,11670858.0,146.87,149.41,150.19,146.79,JPM
2021-02-23 05:00:00,16473859.0,151.51,150.61,152.31,149.59,JPM
2021-02-24 05:00:00,15365184.0,150.11,153.26,153.76,150.11,JPM
2021-02-25 05:00:00,18359424.0,154.27,151.18,154.9,150.59,JPM
2021-02-26 05:00:00,20047607.0,150.3,147.17,150.8741,146.51,JPM
2021-03-01 05:00:00,15085888.0,149.52,150.5,151.3799,148.48,JPM
2021-03-02 05:00:00,14408962.0,150.08,150.01,151.78,149.84,JPM
2021-03-03 05:00:00,14493650.0,151.23,152.91,154.98,150.825,JPM
2021-03-04 05:00:00,20295063.0,152.61,150.56,154.3786,148.6201,JPM
2021-03-05 05:00:00,18596832.0,153.215,150.91,153.49,147.97,JPM
2021-03-08 05:00:00,17324207.0,152.47,152.91,155.46,150.75,JPM
2021-03-09 05:00:00,16521219.0,151.5,151.83,154.25,149.82,JPM
2021-03-10 05:00:00,14525851.0,151.91,155.13,156.16,151.51,JPM
2021-03-11 05:00:00,12006999.0,154.11,154.32,156.15,153.36,JPM
2021-03-12 05:00:00,12992776.0,156.86,156.15,157.63,155.0701,JPM
2021-03-15 04:00:00,12324663.0,156.35,155.37,156.92,153.96,JPM
2021-03-16 04:00:00,12942327.0,154.09,153.51,154.6,152.19,JPM
2021-03-17 04:00:00,14106793.0,155.34,155.09,156.88,153.05,JPM
2021-03-18 04:00:00,22229491.0,157.6,157.65,161.69,157.11,JPM
2021-03-19 04:00:00,56949542.0,155.51,155.14,155.94,151.19,JPM
2021-03-22 04:00:00,20200838.0,152.8,150.97,153.97,150.61,JPM
2021-03-23 04:00:00,17268480.0,150.33,149.46,152.12,148.96,JPM
2021-03-24 04:00:00,13300398.0,150.0,150.62,153.18,149.86,JPM
2021-03-25 04:00:00,15775778.0,150.0,152.55,152.97,149.33,JPM
2021-03-26 04:00:00,16980883.0,154.3,155.09,155.45,152.55,JPM
2021-03-29 04:00:00,17742116.0,152.1201,152.68,153.7276,151.04,JPM
2021-03-30 04:00:00,13339788.0,154.46,154.48,155.87,153.88,JPM
2021-03-31 04:00:00,16919657.0,153.28,152.23,154.49,152.12,JPM
2021-04-01 04:00:00,16751562.0,151.9,153.71,153.79,151.55,JPM
2021-04-05 04:00:00,13652991.0,154.4,153.62,154.94,152.6,JPM
2021-04-06 04:00:00,13269417.0,152.79,152.54,154.28,151.86,JPM
2021-04-07 04:00:00,17111834.0,153.1,154.93,155.23,152.65,JPM
2021-04-08 04:00:00,12510309.0,154.0,155.12,155.505,152.31,JPM
2021-04-09 04:00:00,12312173.0,155.81,156.28,157.042,154.97,JPM
2021-04-12 04:00:00,12509501.0,155.58,155.95,157.25,155.57,JPM
2021-04-13 04:00:00,16316354.0,154.75,154.09,155.2,152.43,JPM
2021-04-14 04:00:00,20216190.0,151.47,151.21,153.83,150.93,JPM
2021-04-15 04:00:00,17931068.0,151.25,152.17,152.2,149.32,JPM
2021-04-16 04:00:00,14615267.0,153.87,153.3,154.51,152.69,JPM
2021-04-19 04:00:00,12060627.0,153.42,152.65,153.88,152.22,JPM
2021-04-20 04:00:00,13921054.0,151.74,149.27,151.75,148.65,JPM
